filename,nrow,ncol,nnz,sparsity,degree,std_node_degree,N,cusparse,SEQREDUCE_ROWBALANCE,SR_RB_speed,PARREDUCE_ROWBALANCE,PR_RB_speed,SEQREDUCE_NNZBALANCE,SR_NB_speed,PARREDUCE_NNZBALANCE,PR_NB_speed,ROWCACHING_ROWBALANCE,RC_RB_speed,ROWCACHING_NNZBALANCE,RC_NB_speed,THE_BEST_ALG_INDEX,THE_BEST_ALG_NAME,THE_BEST_ALG_TIME,THE_BEST_ALG_SPEED
adder_dcop_41.mtx,1813,1813,11246,0.00342139,6.20298,30.7771,128,0.018096,0.0696288,0.259892,0.0340768,0.531036,0.0405728,0.446013,0.017792,1.01709,0.0816608,0.2216,0.0141408,1.2797,6,ROWCACHING_NNZBALANCE,0.0141408,1.2797
lpi_ex73a.mtx,193,211,457,0.0112222,2.36788,0.93543,128,0.0165312,0.0040384,4.0935,0.005536,2.98613,0.0057536,2.87319,0.0072096,2.29294,0.0043456,3.80412,0.0141376,1.16931,1,SEQREDUCE_ROWBALANCE,0.0040384,4.0935
rail_79841.mtx,79841,79841,553921,8.68952e-05,6.9378,1.98525,128,0.136381,0.161722,0.843306,1.18004,0.115574,2.04558,0.0666708,0.761968,0.178985,0.150115,0.908508,0.14569,0.936105,0,CuSparse,0.136381,1
lp_ken_11.mtx,14694,21349,49058,0.000156384,3.33864,7.40438,128,0.0261504,0.02248,1.16327,0.14865,0.17592,0.259101,0.100928,0.0912608,0.286546,0.036576,0.714961,0.0211136,1.23856,6,ROWCACHING_NNZBALANCE,0.0211136,1.23856
wv2010.mtx,135218,135218,662922,3.62571e-05,4.90262,3.71983,128,0.194499,0.250394,0.776774,2.04925,0.0949125,2.98399,0.065181,1.10847,0.175467,0.250803,0.775505,0.216954,0.896501,0,CuSparse,0.194499,1
add32.mtx,4960,4960,23884,0.000970831,4.81532,3.68347,128,0.0188352,0.008448,2.22955,0.0529696,0.355585,0.0983776,0.191458,0.033696,0.558974,0.0123648,1.52329,0.0141248,1.33348,1,SEQREDUCE_ROWBALANCE,0.008448,2.22955
bmwcra_1.mtx,148770,148770,10644002,0.000480922,71.5467,18.5041,128,1.23479,1.22547,1.00761,4.38007,0.281912,10.2351,0.120644,8.43945,0.146312,0.734499,1.68114,1.54683,0.798273,5,ROWCACHING_ROWBALANCE,0.734499,1.68114
JapaneseVowelsSmall_10NN.mtx,9961,9961,131144,0.00132173,13.1657,3.10783,128,0.030576,0.0210496,1.45257,0.115526,0.264667,0.33103,0.0923661,0.122064,0.250492,0.021712,1.40825,0.0262656,1.16411,1,SEQREDUCE_ROWBALANCE,0.0210496,1.45257
HTC_336_4438.mtx,226340,226340,904522,1.76562e-05,3.9963,34.3436,128,0.385485,1.01184,0.380973,3.54974,0.108595,4.89083,0.0788178,1.83977,0.209529,0.982496,0.392353,0.402189,0.958467,0,CuSparse,0.385485,1
oscil_dcop_32.mtx,430,430,1544,0.00835046,3.5907,1.44831,128,0.0165248,0.004448,3.71511,0.0078592,2.10261,0.0098432,1.6788,0.0081664,2.02351,0.0045312,3.64689,0.0142816,1.15707,1,SEQREDUCE_ROWBALANCE,0.004448,3.71511
cat_ears_4_1.mtx,377,313,938,0.00794908,2.48806,1.52972,128,0.015888,0.004352,3.65074,0.00728,2.18242,0.008688,1.82873,0.0079584,1.99638,0.00432,3.67778,0.0118208,1.34407,5,ROWCACHING_ROWBALANCE,0.00432,3.67778
barrier2-12.mtx,115625,115625,3897557,0.000291534,33.7086,28.4626,128,0.571507,1.34531,0.424815,2.56214,0.223058,5.69344,0.10038,3.61084,0.158275,1.38643,0.412214,0.763254,0.748777,0,CuSparse,0.571507,1
lp_bore3d.mtx,233,334,1448,0.0186066,6.21459,8.95033,128,0.0160736,0.0069824,2.30202,0.0065248,2.46346,0.0073472,2.18772,0.0087104,1.84533,0.0065408,2.45744,0.012944,1.24178,2,PARREDUCE_ROWBALANCE,0.0065248,2.46346
blockqp1.mtx,60012,60012,640033,0.000177716,10.6651,305.429,128,0.141606,4.89673,0.0289186,1.28746,0.109989,2.81438,0.0503154,1.29126,0.109665,5.21452,0.0271562,0.146182,0.968697,0,CuSparse,0.141606,1
utm5940.mtx,5940,5940,83842,0.00237623,14.1148,6.34389,128,0.0219584,0.014512,1.51312,0.0721728,0.304248,0.201946,0.108734,0.0763936,0.287438,0.0139776,1.57097,0.0178016,1.23351,5,ROWCACHING_ROWBALANCE,0.0139776,1.57097
nemeth11.mtx,9506,9506,408264,0.00451799,42.948,7.12602,128,0.0466112,0.0473056,0.985321,0.185638,0.251086,0.481766,0.0967506,0.300294,0.155218,0.034848,1.33756,0.0485344,0.960374,5,ROWCACHING_ROWBALANCE,0.034848,1.33756
poisson3Db.mtx,85623,85623,2374949,0.000323947,27.7373,14.7041,128,0.421786,0.437322,0.964475,1.66573,0.253214,5.5394,0.0761428,2.24577,0.187813,0.260931,1.61646,0.497578,0.847678,5,ROWCACHING_ROWBALANCE,0.260931,1.61646
dwt_758.mtx,758,758,5994,0.0104323,7.90765,1.4965,128,0.015568,0.0048352,3.21972,0.011808,1.31843,0.0196544,0.792087,0.0105696,1.4729,0.0050656,3.07328,0.0107712,1.44534,1,SEQREDUCE_ROWBALANCE,0.0048352,3.21972
mark3jac040.mtx,18289,18289,113435,0.000339131,6.20236,4.3411,128,0.0293088,0.0246208,1.19041,0.188723,0.1553,0.411168,0.0712818,0.142608,0.20552,0.0370848,0.790318,0.0260832,1.12367,1,SEQREDUCE_ROWBALANCE,0.0246208,1.19041
denormal.mtx,89400,89400,1156224,0.000144666,12.9332,0.474106,128,0.181798,0.226384,0.803053,1.46324,0.124244,3.28809,0.0552899,1.30729,0.139065,0.177139,1.0263,0.231437,0.785521,5,ROWCACHING_ROWBALANCE,0.177139,1.0263
s2rmt3m1.mtx,5489,5489,219521,0.00728601,39.9929,5.18497,128,0.0317728,0.0275616,1.15279,0.10495,0.302741,0.260342,0.122042,0.16344,0.1944,0.0229696,1.38325,0.0282592,1.12433,5,ROWCACHING_ROWBALANCE,0.0229696,1.38325
mycielskian3.mtx,5,5,10,0.4,2,0,128,0.0101568,0.0034464,2.94708,0.0035808,2.83646,0.0036128,2.81134,0.0045248,2.2447,0.0040256,2.52305,0.0077888,1.30403,1,SEQREDUCE_ROWBALANCE,0.0034464,2.94708
flower_7_4.mtx,27693,67593,202218,0.000108031,7.30213,2.19077,128,0.07368,0.067888,1.08532,0.40465,0.182083,0.717085,0.102749,0.266294,0.276686,0.0594944,1.23844,0.0676064,1.08984,5,ROWCACHING_ROWBALANCE,0.0594944,1.23844
bcspwr09.mtx,1723,1723,6511,0.00219319,3.77887,1.7367,128,0.018304,0.0050368,3.63405,0.0206688,0.885586,0.0324992,0.563214,0.0155488,1.1772,0.0066272,2.76195,0.0152992,1.1964,1,SEQREDUCE_ROWBALANCE,0.0050368,3.63405
n2c6-b9.mtx,306,1470,3060,0.00680272,10,0,128,0.0163072,0.0045056,3.61932,0.0071872,2.26892,0.0102976,1.58359,0.008896,1.83309,0.0048192,3.3838,0.01248,1.30667,1,SEQREDUCE_ROWBALANCE,0.0045056,3.61932
sx-askubuntu.mtx,159316,159316,596933,2.35183e-05,3.74685,43.3787,128,0.20375,0.67265,0.302907,2.15462,0.0945644,3.44528,0.0591391,1.3595,0.149871,0.781357,0.260765,0.21519,0.946838,0,CuSparse,0.20375,1
car4.mtx,16384,33052,63724,0.000117675,3.8894,11.4169,128,0.0299744,0.0232448,1.28951,0.185501,0.161586,0.304214,0.0985305,0.102934,0.291199,0.0348704,0.859594,0.0267072,1.12233,1,SEQREDUCE_ROWBALANCE,0.0232448,1.28951
ash219.mtx,219,85,438,0.0235294,2,0,128,0.0152544,0.0037152,4.10594,0.0055296,2.75868,0.0059552,2.56153,0.00952,1.60235,0.0042112,3.62234,0.0104928,1.4538,1,SEQREDUCE_ROWBALANCE,0.0037152,4.10594
pivtol.mtx,102,102,306,0.0294118,3,0.140028,128,0.0145088,0.0039968,3.6301,0.0044512,3.25953,0.004928,2.94416,0.005968,2.4311,0.004224,3.43485,0.0102208,1.41954,1,SEQREDUCE_ROWBALANCE,0.0039968,3.6301
oscil_dcop_47.mtx,430,430,1544,0.00835046,3.5907,1.44831,128,0.0168544,0.0046304,3.63994,0.0079168,2.12894,0.0099264,1.69794,0.0084896,1.9853,0.0046144,3.65257,0.0143968,1.1707,5,ROWCACHING_ROWBALANCE,0.0046144,3.65257
162bit.mtx,3606,3597,37118,0.00286166,10.2934,1.14695,128,0.0185856,0.0089184,2.08396,0.0416992,0.445706,0.10041,0.185098,0.038752,0.479604,0.01112,1.67137,0.0141312,1.31522,1,SEQREDUCE_ROWBALANCE,0.0089184,2.08396
rbsa480.mtx,480,480,17088,0.0741667,35.6,0.489899,128,0.0167328,0.0067104,2.49356,0.0129888,1.28825,0.0208256,0.803473,0.017344,0.96476,0.0072544,2.30657,0.0190144,0.880007,1,SEQREDUCE_ROWBALANCE,0.0067104,2.49356
email-Eu-core-temporal.mtx,1005,1005,24929,0.0246816,24.805,33.1231,128,0.0174432,0.0193856,0.899802,0.019632,0.888508,0.047328,0.36856,0.022448,0.777049,0.023584,0.73962,0.0138816,1.25657,6,ROWCACHING_NNZBALANCE,0.0138816,1.25657
aa6.mtx,646,7292,51728,0.0109811,80.0743,63.9472,128,0.0185984,0.0230176,0.808008,0.0250752,0.741705,0.0401792,0.462886,0.0380448,0.488855,0.0239168,0.777629,0.0301824,0.6162,0,CuSparse,0.0185984,1
Chevron3.mtx,381381,381381,3413113,2.34656e-05,8.94935,5526.75,128,0.971059,269.683,0.00360075,32.0406,0.0303071,23.5437,0.041245,17.3656,0.0559186,133.147,0.00729314,1.28471,0.755858,0,CuSparse,0.971059,1
nlpkkt160.mtx,8345600,8345600,229518112,3.29535e-06,27.5017,2.65394,128,30.6003,33.9468,0.901422,163.846,0.186763,670.187,0.0456594,245.874,0.124455,22.9394,1.33396,45.6737,0.669977,5,ROWCACHING_ROWBALANCE,22.9394,1.33396
farm.mtx,7,17,41,0.344538,5.85714,3.64216,128,0.0123648,0.0039168,3.15686,0.003632,3.40441,0.0038752,3.19075,0.004608,2.68333,0.0042496,2.90964,0.0085504,1.44611,2,PARREDUCE_ROWBALANCE,0.003632,3.40441
human_gene1.mtx,22283,22283,24669643,0.0496839,1107.11,1409.12,128,2.71187,3.14088,0.863409,6.40667,0.423288,7.19641,0.376836,17.401,0.155845,2.77992,0.975518,3.65655,0.741646,0,CuSparse,2.71187,1
Oregon-2.mtx,11806,11806,65460,0.000469646,5.54464,34.7072,128,0.0251808,0.122038,0.206335,0.125981,0.199878,0.264154,0.0953263,0.086256,0.291931,0.163386,0.154119,0.0200608,1.25522,6,ROWCACHING_NNZBALANCE,0.0200608,1.25522
pkustk09.mtx,33960,33960,1583640,0.00137316,46.6325,14.4548,128,0.189878,0.20047,0.947164,0.766995,0.247561,1.96894,0.0964367,1.2275,0.154687,0.12825,1.48054,0.21897,0.867145,5,ROWCACHING_ROWBALANCE,0.12825,1.48054
jan99jac040sc.mtx,13694,13694,82842,0.000441764,6.04951,6.2885,128,0.0262336,0.0202848,1.29326,0.142659,0.18389,0.30217,0.0868175,0.104048,0.25213,0.030432,0.86204,0.0206784,1.26865,1,SEQREDUCE_ROWBALANCE,0.0202848,1.29326
G8.mtx,800,800,38352,0.059925,47.94,6.65818,128,0.0176736,0.009744,1.81379,0.0204832,0.862834,0.0408448,0.432701,0.0308736,0.57245,0.0102336,1.72702,0.0219456,0.805337,1,SEQREDUCE_ROWBALANCE,0.009744,1.81379
eurqsa.mtx,7245,7245,46142,0.000879062,6.36881,4.14603,128,0.0216896,0.012576,1.72468,0.0772576,0.280744,0.161277,0.134487,0.05656,0.383479,0.017648,1.22901,0.0177888,1.21928,1,SEQREDUCE_ROWBALANCE,0.012576,1.72468
thermomech_dK.mtx,204316,204316,2846228,6.81812e-05,13.9305,1.42963,128,0.571469,0.594272,0.961628,3.39152,0.168499,8.20849,0.0696192,3.20564,0.17827,0.429462,1.33066,0.700006,0.816377,5,ROWCACHING_ROWBALANCE,0.429462,1.33066
bcsstk01.mtx,48,48,400,0.173611,8.33333,1.62447,128,0.0142976,0.0040864,3.49883,0.0040576,3.52366,0.0044864,3.18688,0.005568,2.56782,0.0042656,3.35184,0.0088576,1.61416,2,PARREDUCE_ROWBALANCE,0.0040576,3.52366
fpga_dcop_09.mtx,1220,1220,5888,0.00395593,4.82623,4.01342,128,0.0200064,0.0058912,3.39598,0.01632,1.22588,0.0255488,0.783066,0.0134816,1.48398,0.0073856,2.70884,0.0196864,1.01625,1,SEQREDUCE_ROWBALANCE,0.0058912,3.39598
nlpkkt200.mtx,16240000,16240000,448225632,1.69951e-06,27.6001,2.38701,128,59.62,66.4258,0.897544,321.539,0.185421,1349.7,0.0441729,491.433,0.121319,44.9282,1.32701,90.5074,0.658731,5,ROWCACHING_ROWBALANCE,44.9282,1.32701
lowThrust_4.mtx,13562,13562,160947,0.000875055,11.8675,64.0294,128,0.0342976,0.276688,0.123958,0.186912,0.183496,0.461011,0.0743965,0.167552,0.204698,0.342288,0.100201,0.0300736,1.14046,6,ROWCACHING_NNZBALANCE,0.0300736,1.14046
watson_1.mtx,201155,386992,1055093,1.35537e-05,5.24517,12.878,128,0.351747,0.458909,0.766486,3.22781,0.108974,4.66232,0.0754447,1.7451,0.201563,0.392048,0.897204,0.380429,0.924607,0,CuSparse,0.351747,1
fpga_dcop_10.mtx,1220,1220,5884,0.00395324,4.82295,4.0145,128,0.0201088,0.0059904,3.35684,0.0162784,1.23531,0.0253728,0.792534,0.0135808,1.48068,0.0074528,2.69815,0.0198336,1.01388,1,SEQREDUCE_ROWBALANCE,0.0059904,3.35684
Chebyshev3.mtx,4101,4101,36879,0.0021928,8.99268,127.844,128,0.0197632,0.22143,0.0892524,0.0749696,0.263616,0.167363,0.118086,0.0564256,0.350252,0.260752,0.0757931,0.0151008,1.30875,6,ROWCACHING_NNZBALANCE,0.0151008,1.30875
D_5.mtx,434,115,1832,0.0367061,4.2212,1.60124,128,0.016224,0.0043776,3.70614,0.0081664,1.98668,0.0104736,1.54904,0.0090048,1.80171,0.0046624,3.47975,0.0119136,1.36181,1,SEQREDUCE_ROWBALANCE,0.0043776,3.70614
g7jac060sc.mtx,17730,17730,203316,0.000646776,11.4673,19.3036,128,0.0380992,0.0363104,1.04926,0.210858,0.180687,0.55423,0.0687425,0.200182,0.190322,0.0456,0.835509,0.0334816,1.13791,6,ROWCACHING_NNZBALANCE,0.0334816,1.13791
aa4.mtx,426,7195,52121,0.0170048,122.35,84.2133,128,0.0184704,0.0237856,0.776537,0.0246368,0.749708,0.032656,0.565605,0.0379968,0.486104,0.0251552,0.734258,0.0393984,0.468811,0,CuSparse,0.0184704,1
c-49.mtx,21132,21132,157042,0.000351669,7.43148,14.4519,128,0.0418144,0.123789,0.337788,0.248064,0.168563,0.521507,0.0801799,0.18424,0.226956,0.135142,0.30941,0.030448,1.37331,6,ROWCACHING_NNZBALANCE,0.030448,1.37331
adder_dcop_21.mtx,1813,1813,11246,0.00342139,6.20298,30.7771,128,0.0183424,0.070288,0.260961,0.0339424,0.540398,0.0406176,0.451587,0.0177664,1.03242,0.0816672,0.224599,0.0141632,1.29507,6,ROWCACHING_NNZBALANCE,0.0141632,1.29507
rat.mtx,3136,9408,268908,0.00911445,85.7487,10.3144,128,0.0393056,0.0316928,1.24021,0.0908288,0.432744,0.204381,0.192316,0.175715,0.223689,0.0216832,1.81272,0.040112,0.979896,5,ROWCACHING_ROWBALANCE,0.0216832,1.81272
neos.mtx,479119,515905,1526794,6.17685e-06,3.18667,0.499718,128,0.563482,0.852698,0.660822,7.2846,0.0773524,9.21309,0.061161,3.23917,0.173959,0.840208,0.670645,0.644646,0.874094,0,CuSparse,0.563482,1
Chebyshev1.mtx,261,261,2319,0.0340424,8.88506,31.3915,128,0.0154688,0.0158976,0.973027,0.0094624,1.63477,0.0112,1.38114,0.0074272,2.08272,0.0182816,0.84614,0.012064,1.28223,4,PARREDUCE_NNZBALANCE,0.0074272,2.08272
torso1.mtx,116158,116158,8516500,0.000631194,73.3182,419.546,128,1.00905,1.24535,0.810256,3.60543,0.279869,11.4347,0.0882446,7.86355,0.12832,0.914592,1.10328,1.2703,0.794341,5,ROWCACHING_ROWBALANCE,0.914592,1.10328
FullChip.mtx,2987012,2987012,26621990,2.98378e-06,8.91258,1806.79,128,6.11525,274.232,0.0222995,70.0033,0.0873566,113.837,0.0537195,55.3366,0.11051,335.531,0.0182256,7.38614,0.827936,0,CuSparse,6.11525,1
bayer08.mtx,3008,3008,27576,0.00304772,9.16755,11.7872,128,0.0215808,0.0100768,2.14163,0.0387008,0.557632,0.07872,0.274146,0.0317248,0.68025,0.013376,1.6134,0.0177856,1.21339,1,SEQREDUCE_ROWBALANCE,0.0100768,2.14163
ch7-9-b5.mtx,423360,317520,2540160,1.88964e-05,6,0,128,0.622922,0.911539,0.683373,6.58683,0.0945708,10.5703,0.0589314,3.9014,0.159666,0.767526,0.811596,0.756403,0.823531,0,CuSparse,0.622922,1
EAT_RS.mtx,23219,23219,325592,0.00060393,14.0227,38.7688,128,0.056784,0.0837152,0.6783,0.294013,0.193134,0.851635,0.0666764,0.299418,0.189648,0.109533,0.51842,0.0515744,1.10101,6,ROWCACHING_NNZBALANCE,0.0515744,1.10101
para-10.mtx,155924,155924,5416358,0.000222783,34.7372,22.2731,128,0.78081,1.25793,0.620709,3.52952,0.221223,7.92066,0.0985789,4.97419,0.156972,1.36914,0.570292,1.04666,0.746004,0,CuSparse,0.78081,1
GaAsH6.mtx,61349,61349,3381809,0.000898533,55.1241,134.62,128,0.407059,0.424694,0.958476,1.65499,0.245958,4.50151,0.0904272,2.85579,0.142538,0.358384,1.13582,0.53513,0.760674,5,ROWCACHING_ROWBALANCE,0.358384,1.13582
s3rmt3m1.mtx,5489,5489,219521,0.00728601,39.9929,5.18497,128,0.031952,0.0275008,1.16186,0.105053,0.304152,0.260326,0.122738,0.163574,0.195336,0.0229344,1.39319,0.0284192,1.12431,5,ROWCACHING_ROWBALANCE,0.0229344,1.39319
orbitRaising_3.mtx,761,761,6098,0.0105298,8.01314,4.12929,128,0.0183712,0.0049568,3.70626,0.0118784,1.54661,0.019984,0.919295,0.0110688,1.65973,0.0053952,3.4051,0.0161504,1.13751,1,SEQREDUCE_ROWBALANCE,0.0049568,3.70626
mimo8x8_system.mtx,13309,13309,48872,0.000275911,3.6721,2.7873,128,0.02448,0.0160352,1.52664,0.133302,0.183643,0.24169,0.101287,0.0845024,0.289696,0.0268416,0.912017,0.0202336,1.20987,1,SEQREDUCE_ROWBALANCE,0.0160352,1.52664
t2dal_a.mtx,4257,4257,37465,0.00206737,8.8008,0.753201,128,0.0190016,0.0092512,2.05396,0.0481504,0.39463,0.109398,0.173692,0.040704,0.466824,0.0110528,1.71917,0.0136928,1.38771,1,SEQREDUCE_ROWBALANCE,0.0092512,2.05396
neos1.mtx,131581,133473,599590,3.41403e-05,4.55681,0.88387,128,0.164483,0.236435,0.69568,2.0034,0.0821018,2.80882,0.0585596,1.0142,0.16218,0.239917,0.685584,0.184122,0.89334,0,CuSparse,0.164483,1
soc-LiveJournal1.mtx,4847571,4847571,68993773,2.93604e-06,14.2326,34.7157,128,17.7717,18.72,0.949342,87.0121,0.204244,227.03,0.0782791,82.5546,0.215272,17.0257,1.04382,20.6548,0.860415,5,ROWCACHING_ROWBALANCE,17.0257,1.04382
bcspwr07.mtx,1612,1612,5824,0.00224126,3.6129,1.6127,128,0.0171968,0.0047584,3.61399,0.019536,0.880262,0.0301728,0.569944,0.0140896,1.22053,0.0066048,2.60368,0.013696,1.25561,1,SEQREDUCE_ROWBALANCE,0.0047584,3.61399
air04.mtx,823,8904,72965,0.00995702,88.6573,57.5347,128,0.0198528,0.0242976,0.817068,0.0318688,0.622954,0.0540288,0.367448,0.0503136,0.394581,0.0247648,0.801654,0.0312096,0.636112,0,CuSparse,0.0198528,1
rw496.mtx,496,496,1859,0.00755642,3.74798,0.581118,128,0.016128,0.0043648,3.69501,0.008432,1.91271,0.0111392,1.44786,0.0086688,1.86047,0.0051008,3.16186,0.0125536,1.28473,1,SEQREDUCE_ROWBALANCE,0.0043648,3.69501
bcsstm39.mtx,46772,46772,46772,2.13803e-05,1,0,128,0.06224,0.0626272,0.993817,0.625875,0.0994447,0.676262,0.0920353,0.246458,0.252538,0.0848448,0.733575,0.0735424,0.846314,0,CuSparse,0.06224,1
p2p-Gnutella24.mtx,26518,26518,65369,9.29588e-05,2.46508,4.36457,128,0.0385824,0.0331456,1.16403,0.238054,0.162074,0.431664,0.0893806,0.130269,0.296175,0.0273024,1.41315,0.0209696,1.83992,6,ROWCACHING_NNZBALANCE,0.0209696,1.83992
bloweybq.mtx,10001,10001,69991,0.00069977,6.9984,99.935,128,0.0227904,0.483629,0.0471237,0.172976,0.131755,0.271856,0.0838326,0.11001,0.207167,0.610317,0.0373419,0.0166048,1.37252,6,ROWCACHING_NNZBALANCE,0.0166048,1.37252
bcircuit.mtx,68902,68902,375558,7.91067e-05,5.45061,2.2346,128,0.111107,0.12889,0.862034,0.955651,0.116263,1.57324,0.0706234,0.555651,0.199959,0.128022,0.867873,0.107082,1.03759,6,ROWCACHING_NNZBALANCE,0.107082,1.03759
adder_trans_01.mtx,1814,1814,14579,0.0044305,8.03693,33.6749,128,0.0178048,0.07056,0.252336,0.035056,0.507896,0.0449408,0.396183,0.0193344,0.920887,0.0833632,0.213581,0.014288,1.24614,6,ROWCACHING_NNZBALANCE,0.014288,1.24614
debr.mtx,1048576,1048576,4194298,3.81469e-06,3.99999,0.00308815,128,1.89313,1.70466,1.11056,16.3015,0.116132,22.4911,0.0841724,8.0026,0.236564,1.86148,1.017,2.07222,0.913577,1,SEQREDUCE_ROWBALANCE,1.70466,1.11056
jagmesh4.mtx,1440,1440,9504,0.00458333,6.6,0.808628,128,0.0160352,0.0051904,3.0894,0.0184128,0.870872,0.0330816,0.484717,0.0153312,1.04592,0.00648,2.47457,0.01144,1.40168,1,SEQREDUCE_ROWBALANCE,0.0051904,3.0894
jan99jac080sc.mtx,27534,27534,171522,0.000226246,6.22946,6.56037,128,0.0493792,0.0597952,0.825805,0.35999,0.137168,0.638931,0.0772841,0.221123,0.223311,0.057632,0.856802,0.0373184,1.32319,6,ROWCACHING_NNZBALANCE,0.0373184,1.32319
ted_AB_unscaled.mtx,10605,10605,522387,0.00464484,49.2586,49.256,128,0.147693,0.0069248,21.3281,0.0741248,1.99249,4.65926,0.0316987,2.53361,0.0582935,0.0052832,27.9552,0.195539,0.75531,5,ROWCACHING_ROWBALANCE,0.0052832,27.9552
Trefethen_700.mtx,700,700,12654,0.0258245,18.0771,1.21763,128,0.0161888,0.00576,2.81056,0.012656,1.27914,0.0271968,0.595246,0.0148096,1.09313,0.0054816,2.9533,0.0122272,1.324,5,ROWCACHING_ROWBALANCE,0.0054816,2.9533
hangGlider_1.mtx,360,360,3477,0.0268287,9.65833,16.5393,128,0.0162976,0.0189216,0.861322,0.010224,1.59405,0.0115072,1.4163,0.008432,1.93283,0.0227232,0.717223,0.0125696,1.29659,4,PARREDUCE_NNZBALANCE,0.008432,1.93283
plddb.mtx,3069,5049,10839,0.000699499,3.53177,1.86846,128,0.0177056,0.0064,2.7665,0.0336608,0.526001,0.0554176,0.319494,0.020864,0.84862,0.0093984,1.8839,0.0134656,1.31488,1,SEQREDUCE_ROWBALANCE,0.0064,2.7665
problem1.mtx,415,415,2779,0.0161359,6.69639,1.01998,128,0.0155168,0.0044512,3.48598,0.0079936,1.94115,0.011168,1.3894,0.0087008,1.78338,0.004528,3.42686,0.0113152,1.37132,1,SEQREDUCE_ROWBALANCE,0.0044512,3.48598
BenElechi1.mtx,245874,245874,13150496,0.000217529,53.4847,2.99277,128,1.45757,1.54287,0.944712,6.65553,0.219002,17.4265,0.0836411,10.9899,0.132628,0.8972,1.62458,1.68022,0.867486,5,ROWCACHING_ROWBALANCE,0.8972,1.62458
mk12-b5.mtx,10395,62370,62370,9.62001e-05,6,0,128,0.0423456,0.0344096,1.23063,0.162394,0.260759,0.249232,0.169904,0.0864448,0.489857,0.0315552,1.34195,0.043344,0.976966,5,ROWCACHING_ROWBALANCE,0.0315552,1.34195
ML_Laplace.mtx,377002,377002,27689972,0.000194821,73.4478,3.5191,128,3.06421,3.14277,0.975003,11.0659,0.276906,27.5058,0.111403,22.5802,0.135704,1.96655,1.55817,4.0323,0.759918,5,ROWCACHING_ROWBALANCE,1.96655,1.55817
lp_grow22.mtx,440,946,8252,0.0198251,18.7545,4.5391,128,0.0162432,0.0054592,2.97538,0.0097248,1.67029,0.0181536,0.894765,0.0117408,1.38348,0.0049984,3.24968,0.0114688,1.41629,5,ROWCACHING_ROWBALANCE,0.0049984,3.24968
n3c6-b5.mtx,5005,3003,30030,0.001998,6,0,128,0.0190272,0.0092736,2.05176,0.053648,0.354667,0.108243,0.175782,0.0398848,0.477054,0.0126464,1.50455,0.01472,1.29261,1,SEQREDUCE_ROWBALANCE,0.0092736,2.05176
thread.mtx,29736,29736,4470048,0.0050553,150.324,47.1897,128,0.505904,0.498595,1.01466,1.42279,0.355571,2.65616,0.190465,3.13862,0.161187,0.286691,1.76463,0.663366,0.762631,5,ROWCACHING_ROWBALANCE,0.286691,1.76463
Zd_Jac6.mtx,22835,22835,1711983,0.0032832,74.9719,175.465,128,0.200838,0.252128,0.796573,0.666326,0.301411,1.5255,0.131654,1.20246,0.167022,0.178854,1.12292,0.246739,0.81397,5,ROWCACHING_ROWBALANCE,0.178854,1.12292
gams10a.mtx,114,171,407,0.0208782,3.57018,2.90483,128,0.0152928,0.00416,3.67615,0.0046784,3.26881,0.0049856,3.06739,0.0059584,2.5666,0.0044256,3.45553,0.0130304,1.17362,1,SEQREDUCE_ROWBALANCE,0.00416,3.67615
Pd_rhs.mtx,8081,12406,6323,6.30705e-05,0.782453,0.999067,128,0.0276288,0.0080448,3.43437,0.0732928,0.376965,0.109216,0.252974,0.0292896,0.943297,0.0131872,2.09512,0.0206688,1.33674,1,SEQREDUCE_ROWBALANCE,0.0080448,3.43437
pds-80.mtx,129181,434580,927826,1.65272e-05,7.18237,7.09978,128,0.344589,0.32545,1.05881,2.11765,0.162722,3.46573,0.0994275,1.36767,0.251954,0.276365,1.24686,0.360752,0.955196,5,ROWCACHING_ROWBALANCE,0.276365,1.24686
oscil_dcop_42.mtx,430,430,1544,0.00835046,3.5907,1.44831,128,0.0168224,0.0045568,3.69171,0.0080192,2.09777,0.0100544,1.67314,0.008288,2.02973,0.0046944,3.5835,0.0143328,1.1737,1,SEQREDUCE_ROWBALANCE,0.0045568,3.69171
lp_dfl001.mtx,6071,12230,35632,0.000479903,5.86921,7.57102,128,0.0207424,0.0173248,1.19727,0.0659104,0.314706,0.130176,0.159341,0.0460448,0.450483,0.025408,0.816373,0.016512,1.2562,6,ROWCACHING_NNZBALANCE,0.016512,1.2562
Chem97Zt.mtx,2541,31022,62044,0.000787092,24.4172,69.6373,128,0.021504,0.0571616,0.376197,0.050272,0.427753,0.132,0.162909,0.0503104,0.427427,0.0694368,0.309692,0.016688,1.28859,6,ROWCACHING_NNZBALANCE,0.016688,1.28859
qa8fm.mtx,66127,66127,1660579,0.000379754,25.112,4.18268,128,0.208784,0.249485,0.836861,1.21394,0.171989,3.87872,0.0538281,1.5534,0.134405,0.144349,1.44639,0.28649,0.728766,5,ROWCACHING_ROWBALANCE,0.144349,1.44639
n3c6-b2.mtx,455,105,1365,0.0285714,3,0,128,0.0155008,0.0042752,3.62575,0.0080864,1.9169,0.0099968,1.55058,0.0090336,1.71591,0.0049344,3.14138,0.0119232,1.30005,1,SEQREDUCE_ROWBALANCE,0.0042752,3.62575
